,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Priority
6828,California,No,Basic,High School or Below,2011-02-09,Unemployed,M,0,Suburban,Married,68,6,50,0,2,Personal Auto,Personal L3,Offer1,Branch,415.986454,Two-Door Car,Medsize,Medium
6829,California,No,Extended,College,2011-02-14,Employed,F,42513,Urban,Married,133,0,44,0,3,Corporate Auto,Corporate L3,Offer1,Agent,628.207511,Sports Car,Small,High
6830,Oregon,No,Basic,High School or Below,2011-02-19,Employed,M,59821,Suburban,Married,193,12,6,0,2,Personal Auto,Personal L1,Offer3,Branch,960.0,Luxury SUV,Medsize,High
6831,California,Yes,Basic,College,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Corporate Auto,Corporate L2,Offer2,Web,302.4,Four-Door Car,Large,Low
6832,Washington,Yes,Extended,Bachelor,2011-01-28,Employed,F,60021,Suburban,Married,99,12,28,0,1,Corporate Auto,Corporate L1,Offer2,Agent,882.871945,Four-Door Car,Small,Low
6833,California,No,Basic,High School or Below,2011-01-29,Employed,F,58172,Rural,Married,67,8,62,0,2,Personal Auto,Personal L3,Offer2,Web,141.532926,Four-Door Car,Medsize,High
6834,Oregon,No,Premium,Bachelor,2011-01-20,Employed,M,58299,Suburban,Married,105,24,22,0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Medsize,Low
6835,Oregon,No,Basic,College,2011-02-02,Employed,M,25275,Urban,Single,61,5,80,0,2,Corporate Auto,Corporate L1,Offer3,Agent,214.247114,Four-Door Car,Medsize,High
6836,Oregon,No,Basic,College,2011-01-12,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,High
6837,Arizona,No,Basic,Bachelor,2011-01-14,Employed,F,52348,Suburban,Divorced,65,33,18,0,2,Personal Auto,Personal L2,Offer3,Branch,312.0,Two-Door Car,Medsize,Medium
6838,Washington,No,Basic,Bachelor,2011-02-28,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,Large,High
6839,Nevada,Yes,Extended,Master,2011-01-10,Employed,F,58557,Rural,Married,88,4,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,55.510526,Four-Door Car,Large,Low
6840,Oregon,No,Basic,Bachelor,2011-01-19,Unemployed,F,0,Suburban,Single,105,2,54,0,1,Personal Auto,Personal L2,Offer3,Web,933.212749,SUV,Small,Low
6841,Oregon,No,Basic,College,2011-01-08,Employed,M,86599,Suburban,Married,73,32,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,Low
6842,Arizona,No,Basic,Master,2011-01-18,Employed,F,52984,Rural,Married,69,12,81,0,5,Personal Auto,Personal L2,Offer1,Web,167.667603,Two-Door Car,Medsize,Medium
6843,Oregon,No,Basic,Master,2011-02-02,Unemployed,F,0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Large,Medium
6844,Oregon,No,Basic,High School or Below,2011-02-23,Unemployed,F,0,Suburban,Married,72,33,39,0,7,Corporate Auto,Corporate L3,Offer4,Agent,345.6,Four-Door Car,Small,Medium
6845,Oregon,No,Extended,Bachelor,2011-02-25,Employed,F,47778,Rural,Married,96,2,81,0,7,Personal Auto,Personal L3,Offer2,Call Center,173.80879,Four-Door Car,Medsize,Medium
6846,Arizona,Yes,Extended,Bachelor,2011-01-20,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,High
6847,Oregon,No,Extended,High School or Below,2011-01-21,Employed,M,52018,Suburban,Divorced,78,17,37,0,7,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize,Medium
6848,California,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910,Suburban,Single,63,7,63,0,1,Corporate Auto,Corporate L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,Low
6849,Nevada,No,Extended,College,2011-01-31,Employed,M,39135,Suburban,Divorced,91,8,56,0,2,Personal Auto,Personal L1,Offer1,Agent,436.8,Four-Door Car,Small,High
6850,Oregon,No,Extended,College,2011-01-28,Unemployed,F,0,Suburban,Married,97,31,58,0,3,Personal Auto,Personal L1,Offer1,Web,465.6,Four-Door Car,Medsize,Medium
6851,California,No,Extended,High School or Below,2011-02-01,Unemployed,M,0,Suburban,Single,133,7,42,0,4,Personal Auto,Personal L3,Offer1,Call Center,957.6,SUV,Medsize,High
6852,Oregon,No,Extended,High School or Below,2011-02-13,Unemployed,M,0,Suburban,Married,78,32,66,0,5,Personal Auto,Personal L2,Offer3,Agent,410.409376,Four-Door Car,Medsize,Medium
6853,Arizona,No,Basic,Bachelor,2011-02-02,Employed,M,28726,Suburban,Divorced,65,13,88,0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Four-Door Car,Small,Medium
6854,Oregon,No,Extended,Doctor,2011-01-03,Unemployed,M,0,Suburban,Married,122,9,48,0,2,Special Auto,Special L2,Offer1,Agent,585.6,Sports Car,Medsize,High
6855,Arizona,No,Extended,Master,2011-02-23,Employed,F,45356,Suburban,Single,90,31,30,0,3,Personal Auto,Personal L3,Offer2,Call Center,462.043003,Four-Door Car,Medsize,Medium
6856,Arizona,No,Extended,High School or Below,2011-01-20,Employed,M,87050,Suburban,Married,129,1,75,0,1,Personal Auto,Personal L1,Offer4,Agent,619.2,SUV,Medsize,Medium
6857,Nevada,No,Premium,Bachelor,2011-02-04,Employed,M,20705,Rural,Divorced,171,8,12,0,3,Personal Auto,Personal L3,Offer1,Call Center,237.264543,SUV,Medsize,High
6858,California,No,Extended,Master,2011-02-23,Employed,F,52651,Suburban,Single,94,34,20,0,2,Personal Auto,Personal L3,Offer3,Call Center,451.2,Two-Door Car,Small,High
6859,Oregon,No,Basic,Master,2011-01-27,Employed,F,55270,Suburban,Married,63,35,67,0,2,Personal Auto,Personal L1,Offer1,Branch,302.4,Two-Door Car,Medsize,High
6860,Arizona,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,Low
6861,California,No,Basic,College,2011-01-02,Employed,M,60500,Suburban,Married,110,27,92,0,2,Personal Auto,Personal L1,Offer3,Branch,770.475631,Sports Car,Small,High
6862,Washington,No,Basic,High School or Below,2011-01-28,Employed,F,43877,Urban,Married,102,26,77,0,4,Corporate Auto,Corporate L1,Offer1,Agent,414.713588,SUV,Medsize,High
6863,Nevada,No,Basic,Bachelor,2011-01-28,Unemployed,M,0,Suburban,Single,72,2,12,0,9,Corporate Auto,Corporate L1,Offer3,Call Center,345.6,Four-Door Car,Medsize,Medium
6864,California,No,Basic,Bachelor,2011-01-07,Employed,M,58488,Suburban,Divorced,73,29,15,0,2,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Small,High
6865,California,No,Basic,Bachelor,2011-02-05,Employed,F,29193,Suburban,Married,61,0,47,0,9,Corporate Auto,Corporate L3,Offer3,Branch,292.8,Four-Door Car,Medsize,Low
6866,Arizona,Yes,Extended,College,2011-02-01,Employed,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.451117,Four-Door Car,Medsize,High
6867,Oregon,No,Extended,College,2011-02-28,Retired,F,23931,Suburban,Single,95,4,24,0,1,Personal Auto,Personal L3,Offer4,Web,456.0,Four-Door Car,Large,Low
6868,California,No,Basic,College,2011-01-21,Unemployed,M,0,Suburban,Single,70,35,56,0,3,Personal Auto,Personal L3,Offer3,Call Center,504.0,Four-Door Car,Medsize,Medium
6869,California,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Married,104,3,62,0,3,Personal Auto,Personal L2,Offer1,Branch,638.414994,SUV,Small,Medium
6870,Nevada,No,Basic,Bachelor,2011-01-15,Employed,F,34628,Rural,Married,71,21,31,0,1,Personal Auto,Personal L3,Offer2,Branch,132.517983,Four-Door Car,Medsize,Low
6871,California,No,Extended,High School or Below,2011-01-16,Employed,F,74089,Suburban,Married,94,13,89,0,7,Personal Auto,Personal L2,Offer3,Agent,648.690215,Four-Door Car,Small,Medium
6872,California,No,Premium,High School or Below,2011-01-24,Unemployed,F,0,Suburban,Married,290,11,18,0,5,Personal Auto,Personal L3,Offer1,Call Center,960.0,Luxury Car,Medsize,High
6873,Oregon,No,Basic,College,2011-01-02,Employed,F,30493,Rural,Married,62,15,56,0,2,Personal Auto,Personal L3,Offer1,Branch,108.09413,Two-Door Car,Medsize,Medium
6874,Oregon,No,Extended,Bachelor,2011-01-07,Employed,M,89285,Urban,Married,93,17,11,0,4,Corporate Auto,Corporate L3,Offer4,Call Center,243.547316,Two-Door Car,Medsize,Medium
6875,Oregon,No,Extended,High School or Below,2011-01-23,Employed,F,92147,Urban,Married,77,25,27,0,1,Personal Auto,Personal L2,Offer1,Agent,278.4815,Four-Door Car,Medsize,Low
6876,Washington,No,Extended,Bachelor,2011-01-07,Employed,F,39428,Rural,Married,84,19,80,0,8,Personal Auto,Personal L3,Offer2,Branch,72.32926,Two-Door Car,Large,Medium
6877,California,No,Basic,High School or Below,2011-01-19,Employed,M,21542,Suburban,Married,103,18,37,0,2,Special Auto,Special L2,Offer4,Branch,494.4,Sports Car,Small,High
6878,California,No,Basic,College,2011-02-20,Unemployed,F,0,Rural,Divorced,72,30,26,0,8,Special Auto,Special L3,Offer1,Branch,135.888306,Four-Door Car,Medsize,Medium
6879,Arizona,No,Premium,Bachelor,2011-02-03,Disabled,M,23506,Suburban,Single,113,0,27,0,9,Personal Auto,Personal L3,Offer1,Branch,813.6,Four-Door Car,Medsize,High
6880,Oregon,No,Basic,Bachelor,2011-02-03,Employed,F,70811,Rural,Married,100,14,8,0,7,Personal Auto,Personal L3,Offer3,Agent,141.654965,Sports Car,Medsize,High
6881,Washington,No,Extended,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Single,78,21,23,0,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,Large,Low
6882,Oregon,No,Premium,Bachelor,2011-01-30,Employed,F,82214,Rural,Married,106,11,19,0,1,Personal Auto,Personal L1,Offer3,Branch,239.143671,Four-Door Car,Medsize,Low
6883,California,No,Basic,High School or Below,2011-02-08,Employed,F,71401,Urban,Married,73,15,82,0,3,Personal Auto,Personal L3,Offer4,Agent,287.332253,Four-Door Car,Medsize,Medium
6884,Oregon,Yes,Premium,High School or Below,2011-01-31,Employed,F,46587,Suburban,Divorced,119,34,74,0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,High
6885,Oregon,No,Extended,High School or Below,2011-02-25,Employed,F,80046,Rural,Married,132,4,42,0,4,Personal Auto,Personal L2,Offer2,Call Center,260.627146,SUV,Small,High
6886,Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,76389,Urban,Married,68,5,86,0,7,Personal Auto,Personal L1,Offer1,Web,262.00129,Four-Door Car,Small,Medium
6887,California,No,Extended,Doctor,2011-01-22,Employed,M,77235,Urban,Married,87,2,68,0,5,Personal Auto,Personal L3,Offer2,Branch,310.160362,Two-Door Car,Medsize,Medium
6888,Arizona,No,Basic,High School or Below,2011-01-04,Employed,M,38595,Suburban,Divorced,74,5,42,0,2,Personal Auto,Personal L3,Offer1,Branch,415.550209,Four-Door Car,Medsize,High
6889,Arizona,Yes,Basic,College,2011-02-21,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,High
6890,Nevada,No,Extended,Master,2011-01-23,Employed,F,55359,Urban,Married,83,28,73,0,1,Special Auto,Special L3,Offer4,Branch,303.331178,Four-Door Car,Large,Low
6891,Nevada,No,Basic,Master,2011-02-07,Employed,F,79814,Rural,Married,62,18,50,0,3,Personal Auto,Personal L2,Offer4,Branch,31.553152,Four-Door Car,Medsize,Medium
6892,Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,75277,Suburban,Married,70,2,48,0,1,Corporate Auto,Corporate L3,Offer2,Agent,459.743736,Two-Door Car,Medsize,Low
6893,Oregon,Yes,Basic,Bachelor,2011-02-05,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,Low
6894,California,No,Basic,Doctor,2011-01-04,Disabled,F,20123,Suburban,Married,63,7,47,0,3,Personal Auto,Personal L1,Offer2,Call Center,302.4,Four-Door Car,Medsize,Medium
6895,Arizona,No,Extended,College,2011-01-18,Employed,M,88362,Suburban,Single,78,9,63,0,1,Personal Auto,Personal L1,Offer2,Call Center,452.599718,Two-Door Car,Medsize,Low
6896,Oregon,No,Basic,Bachelor,2011-02-02,Unemployed,M,0,Suburban,Single,116,23,14,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,835.2,SUV,Medsize,Low
6897,Oregon,No,Extended,College,2011-01-29,Employed,M,52782,Suburban,Married,85,20,61,0,1,Personal Auto,Personal L3,Offer1,Agent,541.093963,Four-Door Car,Small,Low
6898,California,No,Extended,Bachelor,2011-02-24,Unemployed,F,0,Urban,Married,137,19,30,0,1,Personal Auto,Personal L2,Offer1,Web,452.295175,SUV,Medsize,Medium
6899,Arizona,Yes,Basic,High School or Below,2011-01-29,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,Low
6900,California,No,Extended,Bachelor,2011-01-08,Employed,M,28848,Urban,Single,96,22,54,0,7,Corporate Auto,Corporate L3,Offer3,Branch,450.596865,Two-Door Car,Medsize,Medium
6901,California,No,Basic,Doctor,2011-01-25,Unemployed,F,0,Suburban,Married,64,24,1,0,1,Corporate Auto,Corporate L3,Offer4,Branch,437.184112,Four-Door Car,Large,Low
6902,Washington,No,Basic,High School or Below,2011-01-11,Employed,M,54378,Suburban,Married,66,16,30,0,1,Personal Auto,Personal L2,Offer2,Call Center,316.8,Four-Door Car,Small,Low
6903,California,No,Basic,High School or Below,2011-01-03,Medical Leave,M,21827,Suburban,Married,67,18,53,0,8,Special Auto,Special L2,Offer2,Branch,321.6,Four-Door Car,Medsize,Medium
6904,Arizona,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L3,Offer2,Agent,523.2,Sports Car,Medsize,High
6905,Washington,No,Premium,College,2011-01-07,Employed,F,27750,Suburban,Married,297,28,25,0,1,Personal Auto,Personal L2,Offer1,Branch,960.0,Luxury Car,Medsize,High
6906,California,No,Basic,High School or Below,2011-01-06,Employed,M,57135,Urban,Divorced,61,25,47,0,8,Corporate Auto,Corporate L3,Offer2,Branch,156.921247,Four-Door Car,Medsize,Medium
6907,California,No,Basic,Bachelor,2011-02-25,Employed,F,58580,Suburban,Married,61,5,53,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,Medium
6908,Oregon,Yes,Premium,College,2011-02-16,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize,Low
6909,Washington,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,High
6910,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,70360,Suburban,Married,69,0,66,0,8,Personal Auto,Personal L3,Offer2,Branch,331.2,Two-Door Car,Small,Medium
6911,Oregon,No,Premium,College,2011-02-03,Unemployed,M,0,Suburban,Single,119,9,74,0,2,Personal Auto,Personal L2,Offer3,Call Center,856.8,Four-Door Car,Medsize,High
6912,California,No,Basic,Bachelor,2011-01-03,Employed,M,47509,Rural,Divorced,66,28,73,0,1,Personal Auto,Personal L3,Offer1,Branch,93.128128,Four-Door Car,Medsize,Low
6913,Nevada,No,Basic,Master,2011-01-04,Employed,M,27071,Suburban,Divorced,183,1,85,0,1,Personal Auto,Personal L1,Offer4,Branch,878.4,Luxury Car,Large,Medium
6914,Arizona,No,Extended,High School or Below,2011-02-11,Employed,F,46546,Urban,Divorced,99,9,64,0,2,Special Auto,Special L1,Offer1,Branch,319.105565,Four-Door Car,Medsize,High
6915,Arizona,No,Basic,Bachelor,2011-02-05,Employed,M,32627,Rural,Single,67,14,53,0,2,Personal Auto,Personal L3,Offer1,Call Center,54.628741,Four-Door Car,Medsize,Medium
6916,Arizona,No,Basic,Bachelor,2011-02-26,Unemployed,M,0,Suburban,Single,65,8,50,0,1,Personal Auto,Personal L2,Offer2,Agent,460.379966,Two-Door Car,Medsize,Low
6917,Oregon,No,Premium,Bachelor,2011-02-21,Unemployed,F,0,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,960.0,Four-Door Car,Small,Low
6918,Oregon,No,Extended,College,2011-01-13,Unemployed,F,0,Suburban,Married,122,19,72,0,3,Personal Auto,Personal L3,Offer1,Branch,585.6,SUV,Medsize,High
6919,Arizona,No,Basic,Bachelor,2011-02-18,Medical Leave,F,29177,Suburban,Married,64,5,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,307.2,Four-Door Car,Large,Medium
6920,California,No,Extended,College,2011-01-19,Employed,M,88233,Urban,Single,88,32,22,0,2,Personal Auto,Personal L1,Offer3,Call Center,253.056709,Four-Door Car,Medsize,High
6921,Washington,No,Basic,College,2011-02-10,Unemployed,F,0,Suburban,Single,107,17,81,0,1,Personal Auto,Personal L3,Offer1,Call Center,549.986128,SUV,Medsize,Low
6922,Oregon,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,195,20,61,0,1,Personal Auto,Personal L3,Offer3,Branch,960.0,Luxury SUV,Medsize,Medium
6923,California,No,Extended,College,2011-01-16,Employed,F,79189,Rural,Married,95,20,50,0,1,Corporate Auto,Corporate L2,Offer2,Branch,50.171541,Two-Door Car,Small,Low
6924,Oregon,No,Basic,Master,2011-02-04,Employed,F,41077,Rural,Married,71,3,14,0,1,Personal Auto,Personal L3,Offer1,Agent,82.415457,Two-Door Car,Medsize,Low
6925,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,47048,Suburban,Married,118,0,37,0,3,Personal Auto,Personal L3,Offer4,Call Center,566.4,SUV,Medsize,High
6926,California,No,Premium,Doctor,2011-01-21,Employed,M,45484,Suburban,Single,111,31,28,0,8,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize,High
6927,California,No,Basic,Master,2011-02-01,Employed,M,79453,Rural,Single,115,11,47,0,1,Personal Auto,Personal L2,Offer2,Agent,242.099049,SUV,Medsize,Low
6928,Arizona,No,Basic,College,2011-02-05,Employed,F,88753,Suburban,Single,181,6,21,0,3,Personal Auto,Personal L2,Offer1,Agent,868.8,Luxury SUV,Small,High
6929,Washington,No,Basic,High School or Below,2011-01-20,Unemployed,M,0,Suburban,Single,74,7,63,0,1,Personal Auto,Personal L2,Offer1,Agent,851.022089,Four-Door Car,Medsize,Low
6930,Nevada,No,Extended,College,2011-01-07,Employed,M,73945,Urban,Married,78,21,76,0,8,Personal Auto,Personal L3,Offer2,Web,330.872532,Two-Door Car,Medsize,Medium
6931,Washington,Yes,Basic,College,2011-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large,Low
6932,Oregon,No,Basic,Bachelor,2011-02-21,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small,Low
6933,Oregon,No,Basic,High School or Below,2011-02-16,Disabled,F,23634,Suburban,Married,62,4,25,0,9,Personal Auto,Personal L3,Offer1,Branch,440.189611,Two-Door Car,Small,Medium
6934,California,No,Extended,Bachelor,2011-01-27,Unemployed,M,0,Suburban,Married,78,26,14,0,1,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize,Low
6935,Oregon,No,Basic,Bachelor,2011-01-04,Employed,F,56334,Suburban,Married,65,35,72,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,421.563772,Two-Door Car,Small,Medium
6936,Oregon,No,Basic,Bachelor,2011-02-13,Medical Leave,F,23206,Suburban,Married,107,31,60,0,1,Personal Auto,Personal L3,Offer1,Call Center,513.6,Sports Car,Large,Low
6937,Oregon,No,Extended,High School or Below,2011-01-01,Retired,M,28140,Suburban,Single,85,23,5,0,1,Personal Auto,Personal L3,Offer3,Web,612.0,Four-Door Car,Small,Low
6938,Arizona,Yes,Basic,High School or Below,2011-01-27,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L3,Offer2,Agent,685.12694,Four-Door Car,Medsize,High
6939,California,No,Extended,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,88,16,8,0,2,Special Auto,Special L3,Offer2,Agent,633.6,Four-Door Car,Medsize,High
6940,California,Yes,Basic,Bachelor,2011-02-05,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,High
6941,Oregon,No,Extended,Bachelor,2011-02-23,Unemployed,F,0,Suburban,Single,87,31,9,0,9,Personal Auto,Personal L3,Offer1,Branch,712.40122,Four-Door Car,Medsize,Medium
6942,Nevada,No,Basic,Doctor,2011-02-03,Employed,F,25884,Urban,Married,69,18,36,0,9,Personal Auto,Personal L3,Offer2,Branch,292.274846,Four-Door Car,Medsize,Medium
6943,Oregon,No,Extended,Master,2011-01-29,Disabled,M,11607,Urban,Single,96,19,38,0,1,Corporate Auto,Corporate L1,Offer4,Agent,313.351134,Four-Door Car,Medsize,Low
6944,Nevada,No,Basic,Master,2011-02-13,Employed,M,53691,Urban,Divorced,67,13,48,0,2,Personal Auto,Personal L3,Offer1,Call Center,175.97506,Four-Door Car,Medsize,High
6945,Oregon,No,Basic,Bachelor,2011-01-10,Employed,M,89464,Suburban,Married,194,17,40,0,3,Personal Auto,Personal L3,Offer2,Agent,960.0,Luxury SUV,Medsize,High
6946,Oregon,No,Basic,High School or Below,2011-01-27,Employed,F,60596,Urban,Married,71,20,78,0,3,Personal Auto,Personal L3,Offer1,Agent,180.340069,Four-Door Car,Medsize,Medium
6947,Nevada,No,Basic,Bachelor,2011-01-10,Employed,M,43720,Suburban,Single,117,5,90,0,2,Personal Auto,Personal L3,Offer1,Branch,561.6,SUV,Medsize,High
6948,California,Yes,Extended,High School or Below,2011-02-13,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599.000883,Two-Door Car,Medsize,Medium
6949,Oregon,No,Basic,College,2011-02-21,Unemployed,F,0,Suburban,Divorced,68,5,36,0,2,Personal Auto,Personal L3,Offer3,Branch,350.207614,Four-Door Car,Small,Medium
6950,Oregon,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,67,0,71,0,3,Personal Auto,Personal L3,Offer3,Call Center,482.4,Four-Door Car,Medsize,Low
6951,Nevada,Yes,Premium,Bachelor,2011-02-28,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L1,Offer2,Agent,60.036683,Four-Door Car,Medsize,Low
6952,Oregon,No,Extended,High School or Below,2011-02-25,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize,High
6953,Oregon,No,Basic,College,2011-01-09,Employed,M,31354,Suburban,Married,109,11,23,0,9,Personal Auto,Personal L3,Offer3,Branch,527.759702,SUV,Small,High
6954,California,No,Basic,Doctor,2011-02-04,Employed,F,44190,Rural,Married,74,17,40,0,3,Corporate Auto,Corporate L3,Offer2,Branch,10.68564,Four-Door Car,Medsize,Medium
6955,Nevada,No,Basic,Bachelor,2011-01-05,Employed,F,38183,Suburban,Married,191,21,14,0,8,Personal Auto,Personal L3,Offer1,Branch,960.0,Luxury Car,Medsize,High
6956,Oregon,Yes,Basic,Master,2011-01-19,Employed,M,79751,Suburban,Married,63,15,67,0,1,Special Auto,Special L2,Offer3,Web,392.235698,Two-Door Car,Small,Low
6957,California,No,Basic,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,64,3,53,0,7,Personal Auto,Personal L3,Offer4,Web,535.953661,Two-Door Car,Small,Low
6958,Arizona,No,Basic,College,2011-01-05,Medical Leave,M,12266,Suburban,Married,114,25,36,0,3,Personal Auto,Personal L1,Offer1,Branch,732.050007,SUV,Medsize,High
6959,California,No,Basic,Master,2011-02-04,Employed,M,61807,Rural,Divorced,70,0,96,0,1,Personal Auto,Personal L2,Offer4,Agent,104.209216,Four-Door Car,Large,Low
6960,Arizona,Yes,Extended,High School or Below,2011-02-19,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,571.479602,Four-Door Car,Large,High
6961,California,No,Basic,Bachelor,2011-01-06,Employed,M,49945,Rural,Married,70,21,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,50.40447,Four-Door Car,Large,High
6962,Nevada,No,Basic,Bachelor,2011-01-23,Employed,F,28204,Urban,Married,182,30,84,0,1,Personal Auto,Personal L2,Offer2,Branch,532.089467,Luxury Car,Medsize,Medium
6963,Arizona,No,Extended,High School or Below,2011-02-09,Employed,M,54726,Suburban,Married,219,30,69,0,1,Corporate Auto,Corporate L1,Offer3,Branch,960.0,Luxury Car,Small,High
6964,Oregon,No,Basic,Master,2011-02-21,Employed,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.353519,Two-Door Car,Medsize,Low
6965,Arizona,No,Premium,High School or Below,2011-02-28,Unemployed,M,0,Suburban,Married,101,6,43,0,9,Personal Auto,Personal L3,Offer3,Branch,549.692452,Four-Door Car,Medsize,Medium
6966,Nevada,Yes,Basic,College,2011-02-25,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Medsize,Low
6967,Arizona,Yes,Basic,Bachelor,2011-02-19,Employed,M,71391,Urban,Married,67,29,39,0,2,Corporate Auto,Corporate L1,Offer2,Agent,284.000172,Four-Door Car,Medsize,High
6968,Arizona,No,Basic,Bachelor,2011-02-07,Employed,M,21606,Suburban,Divorced,71,21,22,0,1,Personal Auto,Personal L3,Offer4,Call Center,340.8,Four-Door Car,Medsize,Low
6969,California,No,Extended,Bachelor,2011-01-26,Employed,F,74489,Rural,Married,124,11,36,0,3,Special Auto,Special L2,Offer3,Branch,128.535182,SUV,Medsize,High
6970,Washington,No,Basic,High School or Below,2011-02-14,Employed,M,50549,Suburban,Divorced,61,2,73,0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,Medium
6971,Arizona,No,Basic,Bachelor,2011-02-22,Unemployed,F,0,Urban,Married,195,9,33,0,5,Personal Auto,Personal L2,Offer1,Web,669.037562,Luxury SUV,Small,High
6972,California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,667.2,SUV,Medsize,High
6973,California,Yes,Premium,College,2011-02-28,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Large,Low
6974,California,Yes,Basic,Bachelor,2011-01-26,Employed,F,35625,Urban,Married,65,10,56,0,3,Personal Auto,Personal L2,Offer2,Agent,288.572108,Four-Door Car,Medsize,Medium
